ID,page,time,look_tel,look_information
3a9rp5c3cgveqs2cvo5f0g0rasaorcbq,768369,"2020-08-20 00:54:40",0,0
c2ls4js7g5gpk8e87pe4un7sfc1d4da2,631530,"2020-08-20 00:54:41",0,0
r8snbndm4ctl34qo2afuq2keai9mgkab,716804,"2020-08-20 00:54:47",0,0
m1ibrjkpigsn0umqfv3r3ssb03dbgato,740172,"2020-08-20 00:54:56",0,0
ru0acirc8jj71q5g4410fo3b1l6fo4l5,644665,"2020-08-20 00:55:02",0,0
o3gg6r2m3t426hvvv37jebat9ec4ad7b,596328,"2020-08-20 00:55:03",0,0
t8rjogv9tbfpgt8t18ogudkrt44ap9je,676245,"2020-08-20 01:03:01",0,0
jo408dd3sj6dihcj2s458l0m1940p2qd,611942,"2020-08-20 00:56:06",0,1
36vjnrsnhjb4e9dg7hqj5i3o6378u1lv,766940,"2020-08-20 00:55:23",0,0
l281pgem52ecaq3ntp2fktruqinsgcr9,767564,"2020-08-20 00:55:28",0,0
0mm7r557tkeguth3k0c0h8ajiqfqpea3,157152,"2020-08-20 00:55:35",0,0
vec29rf7mkec6sdpe3s2o0lhc0c8k8t1,770126,"2020-08-20 00:55:36",0,0
4jqu01l741i2k1sop7l4s7o57jifsa27,759688,"2020-08-20 00:55:35",0,0
kh5201hhs12qtdjvbb3s7r7lahmms6jn,705869,"2020-08-20 00:55:35",0,0
rupnn5ldc6leo4bdokfcfgu1lef3ugue,760931,"2020-08-20 00:55:36",0,0
ntgdea2ana1giv67ndh6jjf258kgotjk,718143,"2020-08-20 00:55:36",0,0
6d6vsa6t8sdo00vg9qrj2ofl3mgg0nj0,735029,"2020-08-20 00:55:37",0,0
ipvnuk41i2ar8jpd0mplhjqp6402qvnu,764071,"2020-08-20 00:55:37",0,0
2ma43la4bn6ilrjssj3gdhv2ihl2sap5,769754,"2020-08-20 00:55:40",0,0
k8uq78u21eum6oh1ie8nbt25nrsk2n4q,720241,"2020-08-20 00:55:41",0,0
9m1m2i6cvo3mc3h34b1rsidml9jj8u2s,711373,"2020-08-20 00:55:41",0,0
k93k3q90cnvuosnk5vi7u3vdn60mkinu,551218,"2020-08-20 00:55:41",0,0
nhc6s6vnlpfgdttsms5gbnvrjeukfcpm,673603,"2020-08-20 00:55:50",0,0
8f9emrse0lrs47pv2r7d62imcb8b8qto,665105,"2020-08-20 00:55:53",0,0
37d7ocfu46nndsquh4un6neqvkuj8t4j,142184,"2020-08-20 00:55:56",0,0
j792kqir3g4tteakepslga8jmoqgvaql,764628,"2020-08-20 00:56:03",0,0
9guumsp0volmh1t1erggv0511a2bhv5g,769765,"2020-08-20 00:56:09",0,0
og48el3knl9doqhcbbfo7nl4vpl5kt07,275117,"2020-08-20 00:56:10",0,0
pkk6fnrdjag6ofq4ivtoe5eennnu7fln,741169,"2020-08-20 00:56:17",0,0
nspifu4iji91irsiceobq87e77l703rv,769336,"2020-08-20 00:56:18",0,0
570duridllofdi5vlj8ouaqe0mlus6mh,688481,"2020-08-20 00:56:21",0,0
joobhd5c52dk08nq5nb5gnpv19db1v87,768715,"2020-08-20 00:56:21",0,0
av4phrhqa8m70jh09h8ve3uh47vq3fnh,604501,"2020-08-20 00:56:22",0,0
tipscp6jpkhb81lf0qkec0vhor2a914h,172729,"2020-08-20 00:56:39",0,0
hgribu0goun2gbvqpojss8o6dhoe11m8,769011,"2020-08-20 00:56:53",0,0
9h8oph6g54fcqo5592q2qhdjgacsk22d,662879,"2020-08-20 00:56:59",0,0
6bubuk5kmn5e0krp9o40cjqrqlee3f2k,710111,"2020-08-20 00:57:05",0,0
uif6elo1fhfnuf31u298t4vj2mjpa3nd,769634,"2020-08-20 00:57:08",0,0
5rt4q4m1mvtaao15rgcardlsmc9bskg7,769662,"2020-08-20 00:57:11",0,0
qorfid3o6a7gj6cognqdc5lph4950r2j,682192,"2020-08-20 00:57:14",0,0
d1ol58ip75j73he1burt664e9m32dsl3,618594,"2020-08-20 00:57:15",0,0
h5tdbtrstvl7t83a6agpputeh47beno9,499296,"2020-08-20 00:57:16",0,0
3n34kc5u4i6q4fspvbi6ndc10pmuk0hi,301160,"2020-08-20 00:57:20",0,0
9a21dumc6anbsn66gsuum0mkf6d3cfcu,729246,"2020-08-20 00:57:22",0,0
7f4kqf43uajcgfo47vtqkat5sbnkb9jp,769640,"2020-08-20 00:57:25",0,0
81nqgf3gshfefrqqnltl58oocrm85cmm,764009,"2020-08-20 00:57:27",0,0
cgfmqcb8slrn9mjsdjml3b6vnuph1pce,653550,"2020-08-20 00:57:31",0,0
ollqdpj6japvdqi6ev3kemedll6233da,765447,"2020-08-20 00:57:33",0,0
kg0c66ph6lf74a16sr7q3su8trva1rlf,764639,"2020-08-20 00:57:34",0,0
am6un6q5rje3m8149k5kvd1vu652nvcr,765460,"2020-08-20 00:57:37",0,0
b3v8af2tl5nrq2gnr0emfdv9jjoa03up,686324,"2020-08-20 00:57:40",0,0
bbrdpef28lhn5i9ubk31sfvara71i975,620155,"2020-08-20 00:57:43",0,0
qke34t9o4gv7udhp9sfkbven5gm6lqpq,630526,"2020-08-20 00:57:46",0,0
d03u0dp0shr17r4m64nf71covh79bk2d,766424,"2020-08-20 00:57:48",0,0
4rsdohrf1j7ch5rdv9l3ac9qmqicqu4f,411142,"2020-08-20 00:57:51",0,0
bkh9mm068eudjv2btcqldji2vlh1jbap,692471,"2020-08-20 00:57:55",0,0
2363ptrllfvlsmeasu78sj61d8pt91o7,766335,"2020-08-20 00:58:00",0,0
u587orbfc731h746lq6boqui0207s3q6,641936,"2020-08-20 00:58:01",0,0
cbqsu0tisc7l0kqhd8vea2dcgieivfqe,769780,"2020-08-20 00:58:04",0,0
u37vt15011p2rrq34v81cm8ov95k19pd,640990,"2020-08-20 00:58:06",0,0
ptkhv3n1gte1bskof1oqb51eienbbngu,216769,"2020-08-20 00:58:11",0,0
p4574q2dmsc40fplkle64qr16qnip94u,568455,"2020-08-20 00:58:13",0,0
pbc7q362hgg1qhkmm05gsa44e6kugi79,769272,"2020-08-20 00:58:16",0,0
jo408dd3sj6dihcj2s458l0m1940p2qd,686130,"2020-08-20 00:58:29",0,1
jgmdq9b9bkbsh843nn68ubberq7t0588,641360,"2020-08-20 00:58:18",0,0
rv08oele264u2l4l7nd848c0ipfj49nn,769566,"2020-08-20 00:58:22",0,0
jpq7l4nk2etb9vsdiap85gc7553uppif,769567,"2020-08-20 00:58:26",0,0
lfcqrir173gk184guijtj0qur5tukt5c,769263,"2020-08-20 00:58:29",0,0
7gjc9tnhk8hqbos9skmmdpnmt29fl9ev,687658,"2020-08-20 00:58:30",0,0
aj5o4etv1eaa9sgp1of4t3nk9ib8ujdh,543719,"2020-08-20 00:58:32",0,0
3i77cmme6vccd8vfijutbmolhkn7tg6f,769333,"2020-08-20 00:58:35",0,0
oq2v9hfm75pd26n7ekpf67m253r30vqo,243529,"2020-08-20 00:58:39",0,0
tbqs862bc5tvlgk36lb683bm21q2g25a,598439,"2020-08-20 00:58:44",0,0
9ag2vl6jovgae7arhbbt6ea00i6o7p1l,769271,"2020-08-20 00:58:44",0,0
bc3c81she3d27e3g5to52a1shje7vbv6,769278,"2020-08-20 00:58:51",0,0
dc44q3r5emhpkkrujnj1lt0gm6ucnk96,769277,"2020-08-20 00:58:54",0,0
b3jf3eu0jpgjsbh18fhc2ffvjhkt6atg,769467,"2020-08-20 00:58:57",0,0
n86o3r70s75ho7dm4vthc3m7d4o61o5q,764617,"2020-08-20 00:58:57",0,0
dh1mhg76c5uib27qqodoo6lida31veof,766789,"2020-08-20 00:58:57",0,0
0fdff9qo29f4mhakhjcsqshcsvgd4itr,769270,"2020-08-20 00:59:04",0,0
agt9m0eiojfjat1fkpa2nj84s45ajgb2,765704,"2020-08-20 00:59:10",0,0
0dihan76olfu0ko7urev59ls0jl55qdo,767344,"2020-08-20 00:59:12",0,0
udl9u2va2i54c513jdtp9v1sdq68c4c2,767382,"2020-08-20 00:59:22",0,0
nf44i705ltntub7bk9cgio6cscbc37am,653992,"2020-08-20 00:59:28",0,0
lea3cstfdh0fk4m5n7alf55g8la9pamt,684556,"2020-08-20 00:59:28",0,0
95g4u9c0e8idmlp50umnqbdbarumle8t,629558,"2020-08-20 00:59:42",0,0
dsuapqg8lf6lnli6o0php0kcd1otctu4,278441,"2020-08-20 00:59:45",0,0
lv730aqg1qse6ceqq8qk5bc6qocdup6l,769831,"2020-08-20 00:59:45",0,0
bsc8g3sndr607s204vgeu7ctgfatr3n5,650252,"2020-08-20 00:59:48",0,0
21105,770147,"2020-08-20 00:59:52",0,0
26594,770148,"2020-08-20 00:59:58",0,0
psfk4lkjlusvtu0jgvtlgtj2op4ribbt,716403,"2020-08-20 00:59:59",0,0
jtqd4t91jdegnj30ji5n17u6bd6qbobs,710179,"2020-08-20 01:00:01",0,0
umjoufd4s3ii1f5s9nih5i10ofci4c2d,319406,"2020-08-20 01:00:01",0,0
mhs5o70qc3cqek3ecp8d468iu586laca,695458,"2020-08-20 01:00:00",0,0
5ltou5f3njhb7mg9m3ec71pu56kp1g7v,606434,"2020-08-20 01:00:00",0,0
9q5ummojd8746hlk39q15u2365klt8qa,259711,"2020-08-20 01:00:04",0,0
lprrucdenod0astbgl1l3ecbbb4efhr8,596736,"2020-08-20 01:00:05",0,0
acbp5515ng6dc3bnc5040a50n3h0iub0,268981,"2020-08-20 01:00:06",0,0
so3len3obas4u3kjfug2eebv3vsu6lj7,507781,"2020-08-20 01:00:06",0,0
sfdr0pph98vd18loq7v3ao4m8s6skvon,247271,"2020-08-20 01:00:06",0,0
6mbuo27grdju2grqc98vhdnhknjiku61,768412,"2020-08-20 01:00:07",0,0
a9251a17qeeocombjkp65kghdoa0t8q0,665486,"2020-08-20 01:00:08",0,0
rfhjr6c95fg7jq2oamgrif0jrao0s15g,767231,"2020-08-20 01:00:08",0,0
av5s18ighsi06mihna9m2ocaa1lfuceu,758326,"2020-08-20 01:00:08",0,0
fjl0rb8n35lrrqv590594qhol4edrurt,767472,"2020-08-20 01:00:08",0,0
kk2dt8m93ord8cg9oeo7f4s8kai40egg,742866,"2020-08-20 01:00:09",0,0
fg93vtutko9np7dlrp0dtvjbs4t376f9,767309,"2020-08-20 01:00:09",0,0
3jtutbks3i97atcd2nqhbksfrfhmkr57,537253,"2020-08-20 01:00:10",0,0
kcikt7v4rn45tpmqrmhqcj1rgv6o6hfv,578623,"2020-08-20 01:00:11",0,0
pp8pjvj06dekpu19e6mv14g3b7lqbjri,259137,"2020-08-20 01:00:12",0,0
ab71oaojg5cpaen5t8c3vb9f6ol0lip9,702214,"2020-08-20 01:00:13",0,0
qcsp8u40bfoih2vti5amr0drfvlkaqgg,688642,"2020-08-20 01:00:13",0,0
b7n4ojqp9isrfdjukacau8bk04hpqo7b,558140,"2020-08-20 01:00:13",0,0
nhmeheoj3v1spaisuhbrfdg5a0nr7pmo,715806,"2020-08-20 01:00:14",0,0
gelrs8k8pp0acdcsph760p0ne1vc7qgk,736149,"2020-08-20 01:00:16",0,0
7h3jk3evie6ev767q7t1lr4enhsp0fib,710178,"2020-08-20 01:00:16",0,0
v7jikelk6spgb1iq6cphmdon5rqefbft,304633,"2020-08-20 01:00:33",0,0
t9luv8fa2r0anqurq6thfqit0sk5ocfq,769790,"2020-08-20 01:00:36",0,0
r11fsiao5g73msft2lae3p3k2iotjuvi,646968,"2020-08-20 01:00:36",0,0
gtrkksm87aks3d4tq1ktdngap11lhcbp,222661,"2020-08-20 01:00:42",0,0
6sv3n4ctsv1mk8thclrmrbrr64b6ujs8,330851,"2020-08-20 01:00:45",0,0
1oaiqp030q5gf6oi26dnjse0slfgpm2q,382919,"2020-08-20 01:00:50",0,0
v7k7720bo1bsodai5655l0vlhf0q1p4h,238820,"2020-08-20 01:00:54",0,0
15j3jjovb2h13s5ckptdhjqi5l44m1sv,766500,"2020-08-20 01:00:58",0,0
1tb50rl6acq2gbrma897rg576jong514,610806,"2020-08-20 01:01:04",0,0
gk5qngo1e9etoh6akfg1ja48aa04crq9,617560,"2020-08-20 01:01:04",0,0
f0cgi15oq5vvvbubt2vdencu9ssgfnk4,335075,"2020-08-20 01:01:10",0,0
6onvjit3rp7purre3teb4mtd6m8skhi5,607920,"2020-08-20 01:01:14",0,0
ubii5a8j5nfr95ttl2c6k7000aqh0k7a,657567,"2020-08-20 01:01:18",0,0
90ijjh2opsji7t6elgslgff1f11e1bod,268983,"2020-08-20 01:01:19",0,0
hel2mea2imvf9kbegjjghp15afggu50t,340443,"2020-08-20 01:01:21",0,0
s45ovvalf5f9mks4qg8p3cj0gelvon4e,607915,"2020-08-20 01:01:23",0,0
j93k9kj4taa0c7ldfmhgubto6dnfi5cs,645850,"2020-08-20 01:01:25",0,0
v865m9lnuse3g2he227tkas2jvbbolk3,719038,"2020-08-20 01:01:25",0,0
gvg9jhs5082ee0bvp54h8j0o0b8tmsm1,769700,"2020-08-20 01:01:26",0,0
ak2i9a262cka3o7rec0cr9g8baq7j8b1,678968,"2020-08-20 01:01:27",0,0
erdjdhvc14djd53cmefjnd0g0qqhcojq,680740,"2020-08-20 01:01:29",0,0
6ffgivfgp1j0020lvq6llvhnglqtht0h,414145,"2020-08-20 01:01:29",0,0
ro7c6tnvs9g3q26om0m2ikrjvtui1grn,607915,"2020-08-20 01:01:35",0,0
mda8aucbmivv7frtv9gqp1hs7im09kk5,708511,"2020-08-20 01:01:44",0,0
5mleek2q1amfgpvfnt11lhm3oqe949ao,769662,"2020-08-20 01:02:00",0,0
5mh9ok1e6263ml09rphcvk4e7refkmgq,652968,"2020-08-20 01:02:05",0,0
75m6ovfc11f7ibr69ssakdtpgfdd4asd,677114,"2020-08-20 01:02:10",0,0
6frho1ceh63ie4gmeqjqtfb4on9dp344,543230,"2020-08-20 01:02:23",0,0
bsdjen4724ncpfprod2tobmgr70gm9do,749195,"2020-08-20 01:02:23",0,0
bn69dm9em18b3un3vi29n0k2u69a0vku,554854,"2020-08-20 01:02:26",0,0
hfc3jarr8iop6io2jov1mt5v33g6h5g9,769790,"2020-08-20 01:02:26",0,0
smtc0vu1oqp27629evd0ddbga3aql1dt,688650,"2020-08-20 01:02:28",0,0
gskbtgo9khtrb86qms6akdq7pjqqlah6,652938,"2020-08-20 01:02:32",0,0
m5cp3snpr04mmguu38opdo265kab9sk8,769577,"2020-08-20 01:02:42",0,0
35rl4dgsvkindvesnkpugnfbb2vakval,235923,"2020-08-20 01:02:42",0,0
flufhktq9lp5bm6ta66hu2bi302jbs9a,750667,"2020-08-20 01:02:43",0,0
dsm6jd5pgv9il6hr45fif4940k32fj6e,248449,"2020-08-20 01:02:47",0,0
varuj814cjssgn63qtsfoaheedcle3kk,700722,"2020-08-20 01:02:57",0,0
01grmciv9d54sl4jmhk1470ucfj3jqus,600312,"2020-08-20 01:02:58",0,0
eakhf9uuneiunhnlrl6i2e1eabu5dtkt,608002,"2020-08-20 01:03:05",0,0
90f1hcmkit8uhrj0cer1s7sc6f64dgcf,769725,"2020-08-20 01:03:17",0,0
k4msal7m13cdr7iim4i4k3stm09gj5oc,770128,"2020-08-20 01:03:19",0,0
o9ak7ujsfvc1rbmuvtqg61vosg2vfh6t,760489,"2020-08-20 01:03:24",0,0
ei57rufk01dr18soodfumk37b88772a3,769694,"2020-08-20 01:03:26",0,0
p8iqi984cffcm3piigmoklph886euhku,760393,"2020-08-20 01:03:32",0,0
8vv7i6v09o10efrg4qq1beieijtqlg5j,732836,"2020-08-20 01:03:33",0,0
pioi0e0adljjolbsiul4qmtgp3a8fipr,646693,"2020-08-20 01:03:34",0,0
h6kdm8f46l5ihpc9s1onvi5h34i2h4ii,615929,"2020-08-20 01:03:36",0,0
jf148b9mn459nki74mf0tuhg7ikekrgr,565962,"2020-08-20 01:03:38",0,0
dats5ui2oo6ok70l5dcuqj3trmrah70l,558140,"2020-08-20 01:03:39",0,0
lqqi0lffpdvibrh5675t73f9jkdob9ah,736914,"2020-08-20 01:03:39",0,0
almln03uol1u1loqq5vdlhondkp8lq1j,615930,"2020-08-20 01:03:48",0,0
g9jgvdurmgfnobh1ekuiifm8p1s3dd91,769514,"2020-08-20 01:03:58",0,0
0gkkjlso1dcetgdulrt9v3raeb3a0vlq,769250,"2020-08-20 01:04:01",0,0
8q29pr04bne7rjmeb0kf4qj4unpeiq4b,737437,"2020-08-20 01:04:06",0,0
0ubodj3g7u3fc4181du736v60t1b152a,667138,"2020-08-20 01:04:14",0,0
3ij1gjtq8rfr8stj3vnduh094aeu1jbh,769707,"2020-08-20 01:04:17",0,0
4vo0ta1vq6rh3qorf3qsmheukc6ulst2,608002,"2020-08-20 01:04:23",0,0
uqmkk0r6h5v6ggqfe2njm9gpn2qpqm6a,602231,"2020-08-20 01:04:27",0,0
3ff01d89a7kpd780ok2rcvtb8rjv57pa,769577,"2020-08-20 01:04:33",0,0
2irspqsgf48sbc57eibtri85luuj3fba,769630,"2020-08-20 01:04:39",0,0
pbo9d70jko7r1tqso0mvrn8oas8spsmp,606861,"2020-08-20 01:05:02",0,0
51n46d1scug6m43f7cs6aod1ia6bolln,701265,"2020-08-20 01:05:05",0,0
g9e0us0hpkkhkheiovbne4u0f5pcv7if,767509,"2020-08-20 01:05:14",0,0
avis6613s480asaotcodv3o9p8505fij,147034,"2020-08-20 01:06:37",0,1
17655,768120,"2020-08-20 01:05:25",0,0
em6q43eeilk1d02h3fnmtrbjp6djsslk,759556,"2020-08-20 01:05:29",0,0
e9hmlkmm8n0sdrou3b75mbh5ri3sp06s,241443,"2020-08-20 01:05:30",0,0
oq3fu9uduf5hp1e2ooj5f7h3srgc02q9,695456,"2020-08-20 01:05:30",0,0
j3lss0hpag6c5nt23mupg8267afrpnkj,654615,"2020-08-20 01:05:36",0,0
8hm348r6oua25q4k1nqdtio8aa5r9mo9,654610,"2020-08-20 01:05:43",0,0
0i8jsue4diqj74n03gnub6gmj8p4akn5,652938,"2020-08-20 01:05:58",0,0
0npvaggmtvce8fc6um9aqvuto7m68nal,565876,"2020-08-20 01:06:00",0,0
o5gc4m7547tv0gtn07fu0649sm0qo60r,769565,"2020-08-20 01:06:00",0,0
ptifglh5uaadv792m84c7jusnaomb97c,682642,"2020-08-20 01:30:05",0,0
eb0nvmh5va15c8lv9aqtfeek7pv99odg,769763,"2020-08-20 01:06:05",0,0
av7cocq5pj03riu63cermb02gk5uc3l2,710725,"2020-08-20 01:06:15",0,0
gns12sb2a38u1vgb4jm2t4r9h6qd2oqg,769342,"2020-08-20 01:06:12",0,0
dqbvfuvtcktullblos5hhdohht0o26ea,560247,"2020-08-20 01:06:24",0,0
e440his8vmgf798kgj2hjfdut71a3p0r,667138,"2020-08-20 01:06:33",0,0
s7rivhetfopjnbfa3vuu1tbggdpt9ffk,754355,"2020-08-20 01:06:45",0,0
3ukc9bi0q04i9p6histu439plnmoe3hn,658377,"2020-08-20 01:06:47",0,0
o9ruep4a6mnbkprhut7gfq71m8g1hrth,560246,"2020-08-20 01:06:49",0,0
1r3bs96mrv3lmhf4mtjhpl2ih6re7lsr,769321,"2020-08-20 01:06:52",0,0
17158,770151,"2020-08-20 01:06:54",0,0
hsmti5g1pp14aaicsuod84ifu0drhhe1,761169,"2020-08-20 01:06:54",0,0
ulv6osf5keu157k7coj6v18bghej61od,769771,"2020-08-20 01:06:58",0,0
vci7g50er8ehnjdm3hqtp31mm5il4u79,764352,"2020-08-20 01:07:05",0,0
h9b3o7nc4mcv1undheig0jfhsddk99ga,763612,"2020-08-20 01:07:08",0,0
ufi4kq3g590msktui67ibv50uskfvtj7,302162,"2020-08-20 01:07:11",0,0
eheovpogovool4pmgni0gh280i2ld92h,769342,"2020-08-20 01:07:14",0,0
099p8dpqa26jgclvm0t5nlnbe37hhg6u,683691,"2020-08-20 01:07:17",0,0
mpldeabhegts8jkb13kk9flvk8idm735,753960,"2020-08-20 01:07:26",0,0
21105,770152,"2020-08-20 01:07:31",0,0
r3a89a3nl3p1c14e273ehtfnv30htbl3,671996,"2020-08-20 01:07:35",0,0
1eutu71m8t3mmq2nsv7v1vmuua5c4o0g,609773,"2020-08-20 01:07:36",0,0
slovks4m5usioeu1h7vj49p2dr1hq91t,769578,"2020-08-20 01:07:37",0,0
qh5bfdk970dcdssi43c3ji3n613oq7ti,769011,"2020-08-20 01:07:43",0,0
ffsiue2fklajut3cggjrsr38f4so6dqi,769155,"2020-08-20 01:07:44",0,0
7ngg1b2funmncsmv9s2ns4vrfs2rpadb,769494,"2020-08-20 01:07:46",0,0
ehpvsmjo1u6dleohgvk24f0lsg9t74ut,614102,"2020-08-20 01:07:50",0,0
mh9j0du5a1ejkvc08nk4f0a26tvtsg3a,629558,"2020-08-20 01:07:50",0,0
pit3502tks8458qd2b3998adsrm8slfi,602754,"2020-08-20 01:07:52",0,0
f47po0idkt2gf9jvs2i6ih3r3uf3krau,558674,"2020-08-20 01:07:53",0,0
0b8lt6euk2n2tm0e3epbs6ek061iu9lu,692598,"2020-08-20 01:07:54",0,0
ildm3nn4kpl605103nn4rfpc841751j2,769781,"2020-08-20 01:07:56",0,0
j2a0m5qdr57akd7lp0bu11023cle2mdn,769707,"2020-08-20 01:08:02",0,0
12gua9fk0dsfvt0sdc1pnuqovl0umnij,740189,"2020-08-20 01:08:05",0,0
mk7aimno8tbqf0a4q8gho4ropi9kjhbp,155760,"2020-08-20 01:08:07",0,0
kn7plb48gkuj9qn5i8j8je2jngr6op0r,769610,"2020-08-20 01:08:11",0,0
pk92cjg7hvauf159i2sd0p1pel6t3vnu,673289,"2020-08-20 01:08:14",0,0
1c55ioe4bpc7n5tldkr5kpa2ebt13b5a,769790,"2020-08-20 01:08:18",0,0
hkgqe50qm063k3rb7fr5gubhjkclldji,683570,"2020-08-20 01:08:21",0,0
89k8mh3tj6u8ankl7cls3bof30tl180n,654613,"2020-08-20 01:08:28",0,0
9inv8gqsqv6ithlthhi0c3267ad0pkqt,560233,"2020-08-20 01:08:30",0,0
43obnmgu8m5fdq7lplfht8tbclnklov2,638488,"2020-08-20 01:08:38",0,0
ifj4pvgee0mfo057ivh95346rp9n38d0,769759,"2020-08-20 01:08:40",0,0
p4ejlstoroahuokqiti03hs10jtt7l67,712944,"2020-08-20 01:08:42",0,0
mshq0mphuch805b9ds3812eno1m0fe6o,766065,"2020-08-20 01:08:56",0,0
fnkcf4jfc09gghj77t1sh0pkbnmkg0rr,767205,"2020-08-20 01:08:56",0,0
84as352ej761pf4qkto0kfug31ogmplj,758130,"2020-08-20 01:09:01",0,0
p0egh62hq8me78h071jid0fd6fnkhqmj,764352,"2020-08-20 01:09:03",0,0
gp9vekpgamfci7h0du93ape387k9nkco,678634,"2020-08-20 01:09:03",0,0
em2cge91kgl5ircj60pqn6b9l5dsk2l2,654615,"2020-08-20 01:09:09",0,0
rdas9sr3ee0o6lt09behr2p1es6v984g,223486,"2020-08-20 01:09:19",0,0
pj2r4p9ton1sa0806b25ra7ckatmjb9b,764243,"2020-08-20 01:09:20",0,0
uaquoqlqtcgog1td3b94ugljmgmguptm,671372,"2020-08-20 01:09:27",0,0
9g8slnssaa6rtbpocrfvlliio1mmdueh,765498,"2020-08-20 01:09:29",0,0
pola59miqc4jogkmbef1b8gt060hv7od,685018,"2020-08-20 01:20:58",0,1
v0ipp4rl61p75mkvntahccnavpk11pn7,769336,"2020-08-20 01:09:31",0,0
7b8e6r6l1tli2811ocq2l65itr8l5pgc,699541,"2020-08-20 01:09:49",0,0
lnc2d759204pp0n3ghrgcdit0phsqs3o,757391,"2020-08-20 01:09:49",0,0
tkv92qt6krguofc9kr7qvdvh10h8a6q1,695456,"2020-08-20 01:09:53",0,0
evvdhnh5qra76b1bb2rjnb07721l3bf4,397176,"2020-08-20 01:09:58",0,0
kr1bj5hqkmqvmbm5nivt7b35afbf9o8u,543230,"2020-08-20 01:10:00",0,0
5di7ss4f0bu07ru5te2tqhp2rpmbq5uu,592383,"2020-08-20 01:10:03",0,0
0hjthtlub5joe455u8lc7dercot61gpc,510969,"2020-08-20 01:10:05",0,0
basqmekd31955r76hj1idm9ls842sr5d,623789,"2020-08-20 01:10:06",0,0
jk4lq7vdf22q8p865gkgva52gidmh75n,710721,"2020-08-20 01:10:06",0,0
b8jm4l4uo3cfdsbj8aj7l4fj7e9smra0,568875,"2020-08-20 01:10:06",0,0
o3v1srrbqe68jeg3f73jetfcuharj4r1,632989,"2020-08-20 01:10:06",0,0
2uh2v9drqss1d26de5mrb27eojsapo5k,718806,"2020-08-20 01:10:07",0,0
q9u4rr38agc9vu1lm05jp3gs8s4fqne0,747793,"2020-08-20 01:10:07",0,0
mcbmt3sf5phv4fkcv7s1tojk3lvcfahl,769354,"2020-08-20 01:10:11",0,0
okikhtnua0mjhdrmeajbhkgstgj9v60t,423949,"2020-08-20 01:10:12",0,0
rhrif7bbtoupfq1k8pcf5d4i10vku1a3,759154,"2020-08-20 01:10:12",0,0
iesdfj9hot5d99mjffcg2in3kra1e6vs,665486,"2020-08-20 01:10:12",0,0
v6quoi7e5e0u3q90nru2trsv9nki51k4,685801,"2020-08-20 01:10:13",0,0
64ub1at5bi7jig52f0nqt8fagfr9a9qg,507781,"2020-08-20 01:10:15",0,0
rddscv90n4tt7vbjv1a4a4f2hlbg39sm,752885,"2020-08-20 01:10:16",0,0
1c41dhsd7jrpmh4e25j5oe3ja59i3lat,560247,"2020-08-20 01:10:16",0,0
807vi5gr9in72jkic1co7rt193uknnn9,732836,"2020-08-20 01:10:17",0,0
0ptc85n024p4tcvmvap155o910tfl6q5,717215,"2020-08-20 01:10:17",0,0
4v35venpcg20uqm39hklt8uspv0asems,174987,"2020-08-20 01:10:19",0,0
cf6k0h3ake1lud2b2ung2552ha9im694,765701,"2020-08-20 01:10:21",0,0
e9iiq4bnak91a5krmmuahnavb7cmfoa3,560226,"2020-08-20 01:10:39",0,0
oolu4h75uf5dolv40lg55okp4ii9fg0h,769578,"2020-08-20 01:10:41",0,0
tgautkt7mmmuo12a940oe2uqvf2890b6,560226,"2020-08-20 01:10:43",0,0
ob71b50cijlkl50d8lvcll4bccjgbrlo,557648,"2020-08-20 01:10:56",0,0
k5qsbd0i8jvgqp12d0j7au5bodnvfoic,769630,"2020-08-20 01:10:59",0,0
jtmd3o93nkontmt5206ric184t2joepa,602444,"2020-08-20 01:11:12",0,0
lionuoo1q4jch7j1hgs9j00ogbjgl519,560246,"2020-08-20 01:11:16",0,0
49pv29ff2svkm140d4dj299nc4snsrd6,688328,"2020-08-20 01:11:21",0,0
p2057c795eq81bcn7k0tqudedq8j4ipa,769773,"2020-08-20 01:11:22",0,0
49pv29ff2svkm140d4dj299nc4snsrd6,745696,"2020-08-20 01:11:24",0,0
p93nehbu7f90uu4nipck8qu6aghq19ee,769781,"2020-08-20 01:11:28",0,0
ojr541pgf12q5bdj9fb0b0idvlvoo5fa,668079,"2020-08-20 01:11:30",0,0
49pv29ff2svkm140d4dj299nc4snsrd6,663413,"2020-08-20 01:11:34",0,0
49pv29ff2svkm140d4dj299nc4snsrd6,663483,"2020-08-20 01:11:35",0,0
49pv29ff2svkm140d4dj299nc4snsrd6,766181,"2020-08-20 01:11:36",0,0
49pv29ff2svkm140d4dj299nc4snsrd6,643032,"2020-08-20 01:11:36",0,0
49pv29ff2svkm140d4dj299nc4snsrd6,664135,"2020-08-20 01:11:37",0,0
49pv29ff2svkm140d4dj299nc4snsrd6,741798,"2020-08-20 01:11:38",0,0
49pv29ff2svkm140d4dj299nc4snsrd6,746887,"2020-08-20 01:11:39",0,0
49pv29ff2svkm140d4dj299nc4snsrd6,662862,"2020-08-20 01:11:39",0,0
c0aquu8k52pbncg2st7c58d5is2cj2c9,769250,"2020-08-20 01:11:46",0,0
49pv29ff2svkm140d4dj299nc4snsrd6,696020,"2020-08-20 01:11:52",0,0
