district_id,district_th,amphur_id,amphur_th,province_id,province_th
1,พระบรมมหาราชวัง,1,เขตพระนคร,1,กรุงเทพมหานคร
2,วังบูรพาภิรมย์,1,เขตพระนคร,1,กรุงเทพมหานคร
3,วัดราชบพิธ,1,เขตพระนคร,1,กรุงเทพมหานคร
4,สำราญราษฎร์,1,เขตพระนคร,1,กรุงเทพมหานคร
5,ศาลเจ้าพ่อเสือ,1,เขตพระนคร,1,กรุงเทพมหานคร
6,เสาชิงช้า,1,เขตพระนคร,1,กรุงเทพมหานคร
7,บวรนิเวศ,1,เขตพระนคร,1,กรุงเทพมหานคร
8,ตลาดยอด,1,เขตพระนคร,1,กรุงเทพมหานคร
9,ชนะสงคราม,1,เขตพระนคร,1,กรุงเทพมหานคร
10,บ้านพานถม,1,เขตพระนคร,1,กรุงเทพมหานคร
11,บางขุนพรหม,1,เขตพระนคร,1,กรุงเทพมหานคร
12,วัดสามพระยา,1,เขตพระนคร,1,กรุงเทพมหานคร
13,ดุสิต,2,เขตดุสิต,1,กรุงเทพมหานคร
14,วชิรพยาบาล,2,เขตดุสิต,1,กรุงเทพมหานคร
15,สวนจิตรลดา,2,เขตดุสิต,1,กรุงเทพมหานคร
16,สี่แยกมหานาค,2,เขตดุสิต,1,กรุงเทพมหานคร
18,ถนนนครไชยศรี,2,เขตดุสิต,1,กรุงเทพมหานคร
20,กระทุ่มราย,3,เขตหนองจอก,1,กรุงเทพมหานคร
21,หนองจอก,3,เขตหนองจอก,1,กรุงเทพมหานคร
22,คลองสิบ,3,เขตหนองจอก,1,กรุงเทพมหานคร
23,คลองสิบสอง,3,เขตหนองจอก,1,กรุงเทพมหานคร
24,โคกแฝด,3,เขตหนองจอก,1,กรุงเทพมหานคร
25,คู้ฝั่งเหนือ,3,เขตหนองจอก,1,กรุงเทพมหานคร
26,ลำผักชี,3,เขตหนองจอก,1,กรุงเทพมหานคร
27,ลำต้อยติ่ง,3,เขตหนองจอก,1,กรุงเทพมหานคร
28,มหาพฤฒาราม,4,เขตบางรัก,1,กรุงเทพมหานคร
29,สีลม,4,เขตบางรัก,1,กรุงเทพมหานคร
30,สุริยวงศ์,4,เขตบางรัก,1,กรุงเทพมหานคร
31,บางรัก,4,เขตบางรัก,1,กรุงเทพมหานคร
32,สี่พระยา,4,เขตบางรัก,1,กรุงเทพมหานคร
34,อนุสาวรีย์,5,เขตบางเขน,1,กรุงเทพมหานคร
40,ท่าแร้ง,5,เขตบางเขน,1,กรุงเทพมหานคร
43,คลองจั่น,6,เขตบางกะปิ,1,กรุงเทพมหานคร
50,หัวหมาก,6,เขตบางกะปิ,1,กรุงเทพมหานคร
51,รองเมือง,7,เขตปทุมวัน,1,กรุงเทพมหานคร
52,วังใหม่,7,เขตปทุมวัน,1,กรุงเทพมหานคร
53,ปทุมวัน,7,เขตปทุมวัน,1,กรุงเทพมหานคร
54,ลุมพินี,7,เขตปทุมวัน,1,กรุงเทพมหานคร
55,ป้อมปราบ,8,เขตป้อมปราบศัตรูพ่าย,1,กรุงเทพมหานคร
56,วัดเทพศิรินทร์,8,เขตป้อมปราบศัตรูพ่าย,1,กรุงเทพมหานคร
57,คลองมหานาค,8,เขตป้อมปราบศัตรูพ่าย,1,กรุงเทพมหานคร
58,บ้านบาตร,8,เขตป้อมปราบศัตรูพ่าย,1,กรุงเทพมหานคร
59,วัดโสมนัส,8,เขตป้อมปราบศัตรูพ่าย,1,กรุงเทพมหานคร
65,บางจาก,9,เขตพระโขนง,1,กรุงเทพมหานคร
8876,พระโขนงใต้,9,เขตพระโขนง,1,กรุงเทพมหานคร
73,มีนบุรี,10,เขตมีนบุรี,1,กรุงเทพมหานคร
74,แสนแสบ,10,เขตมีนบุรี,1,กรุงเทพมหานคร
80,ลาดกระบัง,11,เขตลาดกระบัง,1,กรุงเทพมหานคร
81,คลองสองต้นนุ่น,11,เขตลาดกระบัง,1,กรุงเทพมหานคร
82,คลองสามประเวศ,11,เขตลาดกระบัง,1,กรุงเทพมหานคร
83,ลำปลาทิว,11,เขตลาดกระบัง,1,กรุงเทพมหานคร
84,ทับยาว,11,เขตลาดกระบัง,1,กรุงเทพมหานคร
85,ขุมทอง,11,เขตลาดกระบัง,1,กรุงเทพมหานคร
88,ช่องนนทรี,12,เขตยานนาวา,1,กรุงเทพมหานคร
89,บางโพงพาง,12,เขตยานนาวา,1,กรุงเทพมหานคร
96,จักรวรรดิ,13,เขตสัมพันธวงศ์,1,กรุงเทพมหานคร
97,สัมพันธวงศ์,13,เขตสัมพันธวงศ์,1,กรุงเทพมหานคร
98,ตลาดน้อย,13,เขตสัมพันธวงศ์,1,กรุงเทพมหานคร
99,สามเสนใน,14,เขตพญาไท,1,กรุงเทพมหานคร
8874,พญาไท,14,เขตพญาไท,1,กรุงเทพมหานคร
105,วัดกัลยาณ์,15,เขตธนบุรี,1,กรุงเทพมหานคร
106,หิรัญรูจี,15,เขตธนบุรี,1,กรุงเทพมหานคร
107,บางยี่เรือ,15,เขตธนบุรี,1,กรุงเทพมหานคร
108,บุคคโล,15,เขตธนบุรี,1,กรุงเทพมหานคร
109,ตลาดพลู,15,เขตธนบุรี,1,กรุงเทพมหานคร
110,ดาวคะนอง,15,เขตธนบุรี,1,กรุงเทพมหานคร
111,สำเหร่,15,เขตธนบุรี,1,กรุงเทพมหานคร
113,วัดอรุณ,16,เขตบางกอกใหญ่,1,กรุงเทพมหานคร
114,วัดท่าพระ,16,เขตบางกอกใหญ่,1,กรุงเทพมหานคร
115,ห้วยขวาง,17,เขตห้วยขวาง,1,กรุงเทพมหานคร
116,บางกะปิ,17,เขตห้วยขวาง,1,กรุงเทพมหานคร
118,สามเสนนอก,17,เขตห้วยขวาง,1,กรุงเทพมหานคร
119,สมเด็จเจ้าพระยา,18,เขตคลองสาน,1,กรุงเทพมหานคร
120,คลองสาน,18,เขตคลองสาน,1,กรุงเทพมหานคร
121,บางลำภูล่าง,18,เขตคลองสาน,1,กรุงเทพมหานคร
122,คลองต้นไทร,18,เขตคลองสาน,1,กรุงเทพมหานคร
123,คลองชักพระ,19,เขตตลิ่งชัน,1,กรุงเทพมหานคร
124,ตลิ่งชัน,19,เขตตลิ่งชัน,1,กรุงเทพมหานคร
125,ฉิมพลี,19,เขตตลิ่งชัน,1,กรุงเทพมหานคร
126,บางพรม,19,เขตตลิ่งชัน,1,กรุงเทพมหานคร
127,บางระมาด,19,เขตตลิ่งชัน,1,กรุงเทพมหานคร
129,บางเชือกหนัง,19,เขตตลิ่งชัน,1,กรุงเทพมหานคร
134,ศิริราช,20,เขตบางกอกน้อย,1,กรุงเทพมหานคร
135,บ้านช่างหล่อ,20,เขตบางกอกน้อย,1,กรุงเทพมหานคร
136,บางขุนนนท์,20,เขตบางกอกน้อย,1,กรุงเทพมหานคร
137,บางขุนศรี,20,เขตบางกอกน้อย,1,กรุงเทพมหานคร
139,อรุณอมรินทร์,20,เขตบางกอกน้อย,1,กรุงเทพมหานคร
147,ท่าข้าม,21,เขตบางขุนเทียน,1,กรุงเทพมหานคร
149,แสมดำ,21,เขตบางขุนเทียน,1,กรุงเทพมหานคร
150,บางหว้า,22,เขตภาษีเจริญ,1,กรุงเทพมหานคร
151,บางด้วน,22,เขตภาษีเจริญ,1,กรุงเทพมหานคร
155,บางจาก,22,เขตภาษีเจริญ,1,กรุงเทพมหานคร
156,บางแวก,22,เขตภาษีเจริญ,1,กรุงเทพมหานคร
157,คลองขวาง,22,เขตภาษีเจริญ,1,กรุงเทพมหานคร
158,ปากคลองภาษีเจริญ,22,เขตภาษีเจริญ,1,กรุงเทพมหานคร
159,คูหาสวรรค์,22,เขตภาษีเจริญ,1,กรุงเทพมหานคร
161,หนองแขม,23,เขตหนองแขม,1,กรุงเทพมหานคร
162,หนองค้างพลู,23,เขตหนองแขม,1,กรุงเทพมหานคร
163,ราษฎร์บูรณะ,24,เขตราษฎร์บูรณะ,1,กรุงเทพมหานคร
164,บางปะกอก,24,เขตราษฎร์บูรณะ,1,กรุงเทพมหานคร
167,บางพลัด,25,เขตบางพลัด,1,กรุงเทพมหานคร
168,บางอ้อ,25,เขตบางพลัด,1,กรุงเทพมหานคร
169,บางบำหรุ,25,เขตบางพลัด,1,กรุงเทพมหานคร
170,บางยี่ขัน,25,เขตบางพลัด,1,กรุงเทพมหานคร
171,ดินแดง,26,เขตดินแดง,1,กรุงเทพมหานคร
8875,รัชดาภิเษก,26,เขตดินแดง,1,กรุงเทพมหานคร
172,คลองกุ่ม,27,เขตบึงกุ่ม,1,กรุงเทพมหานคร
8867,นวลจันทร์,27,เขตบึงกุ่ม,1,กรุงเทพมหานคร
8868,นวมินทร์,27,เขตบึงกุ่ม,1,กรุงเทพมหานคร
175,ทุ่งวัดดอน,28,เขตสาทร,1,กรุงเทพมหานคร
176,ยานนาวา,28,เขตสาทร,1,กรุงเทพมหานคร
177,ทุ่งมหาเมฆ,28,เขตสาทร,1,กรุงเทพมหานคร
178,บางซื่อ,29,เขตบางซื่อ,1,กรุงเทพมหานคร
8864,วงศ์สว่าง,29,เขตบางซื่อ,1,กรุงเทพมหานคร
179,ลาดยาว,30,เขตจตุจักร,1,กรุงเทพมหานคร
180,เสนานิคม,30,เขตจตุจักร,1,กรุงเทพมหานคร
181,จันทรเกษม,30,เขตจตุจักร,1,กรุงเทพมหานคร
182,จอมพล,30,เขตจตุจักร,1,กรุงเทพมหานคร
183,จตุจักร,30,เขตจตุจักร,1,กรุงเทพมหานคร
184,บางคอแหลม,31,เขตบางคอแหลม,1,กรุงเทพมหานคร
185,วัดพระยาไกร,31,เขตบางคอแหลม,1,กรุงเทพมหานคร
186,บางโคล่,31,เขตบางคอแหลม,1,กรุงเทพมหานคร
187,ประเวศ,32,เขตประเวศ,1,กรุงเทพมหานคร
188,หนองบอน,32,เขตประเวศ,1,กรุงเทพมหานคร
189,ดอกไม้,32,เขตประเวศ,1,กรุงเทพมหานคร
191,คลองเตย,33,เขตคลองเตย,1,กรุงเทพมหานคร
192,คลองตัน,33,เขตคลองเตย,1,กรุงเทพมหานคร
193,พระโขนง,33,เขตคลองเตย,1,กรุงเทพมหานคร
197,สวนหลวง,34,เขตสวนหลวง,1,กรุงเทพมหานคร
8877,อ่อนนุช,34,เขตสวนหลวง,1,กรุงเทพมหานคร
8878,พัฒนาการ,34,เขตสวนหลวง,1,กรุงเทพมหานคร
198,บางขุนเทียน,35,เขตจอมทอง,1,กรุงเทพมหานคร
199,บางค้อ,35,เขตจอมทอง,1,กรุงเทพมหานคร
200,บางมด,35,เขตจอมทอง,1,กรุงเทพมหานคร
201,จอมทอง,35,เขตจอมทอง,1,กรุงเทพมหานคร
203,สีกัน,36,เขตดอนเมือง,1,กรุงเทพมหานคร
8870,สนามบิน,36,เขตดอนเมือง,1,กรุงเทพมหานคร
8871,ดอนเมือง,36,เขตดอนเมือง,1,กรุงเทพมหานคร
205,ทุ่งพญาไท,37,เขตราชเทวี,1,กรุงเทพมหานคร
206,ถนนพญาไท,37,เขตราชเทวี,1,กรุงเทพมหานคร
207,ถนนเพชรบุรี,37,เขตราชเทวี,1,กรุงเทพมหานคร
208,มักกะสัน,37,เขตราชเทวี,1,กรุงเทพมหานคร
209,ลาดพร้าว,38,เขตลาดพร้าว,1,กรุงเทพมหานคร
210,จรเข้บัว,38,เขตลาดพร้าว,1,กรุงเทพมหานคร
211,คลองเตยเหนือ,39,เขตวัฒนา,1,กรุงเทพมหานคร
212,คลองตันเหนือ,39,เขตวัฒนา,1,กรุงเทพมหานคร
213,พระโขนงเหนือ,39,เขตวัฒนา,1,กรุงเทพมหานคร
214,บางแค,40,เขตบางแค,1,กรุงเทพมหานคร
215,บางแคเหนือ,40,เขตบางแค,1,กรุงเทพมหานคร
216,บางไผ่,40,เขตบางแค,1,กรุงเทพมหานคร
217,หลักสอง,40,เขตบางแค,1,กรุงเทพมหานคร
218,ทุ่งสองห้อง,41,เขตหลักสี่,1,กรุงเทพมหานคร
219,ตลาดบางเขน,41,เขตหลักสี่,1,กรุงเทพมหานคร
220,สายไหม,42,เขตสายไหม,1,กรุงเทพมหานคร
221,ออเงิน,42,เขตสายไหม,1,กรุงเทพมหานคร
222,คลองถนน,42,เขตสายไหม,1,กรุงเทพมหานคร
223,คันนายาว,43,เขตคันนายาว,1,กรุงเทพมหานคร
8865,รามอินทรา,43,เขตคันนายาว,1,กรุงเทพมหานคร
224,สะพานสูง,44,เขตสะพานสูง,1,กรุงเทพมหานคร
8872,ราษฎร์พัฒนา,44,เขตสะพานสูง,1,กรุงเทพมหานคร
8873,ทับช้าง,44,เขตสะพานสูง,1,กรุงเทพมหานคร
225,วังทองหลาง,45,เขตวังทองหลาง,1,กรุงเทพมหานคร
8861,สะพานสอง,45,เขตวังทองหลาง,1,กรุงเทพมหานคร
8862,คลองเจ้าคุณสิงห์,45,เขตวังทองหลาง,1,กรุงเทพมหานคร
8863,พลับพลา,45,เขตวังทองหลาง,1,กรุงเทพมหานคร
226,สามวาตะวันตก,46,เขตคลองสามวา,1,กรุงเทพมหานคร
227,สามวาตะวันออก,46,เขตคลองสามวา,1,กรุงเทพมหานคร
228,บางชัน,46,เขตคลองสามวา,1,กรุงเทพมหานคร
229,ทรายกองดิน,46,เขตคลองสามวา,1,กรุงเทพมหานคร
230,ทรายกองดินใต้,46,เขตคลองสามวา,1,กรุงเทพมหานคร
231,บางนา,47,เขตบางนา,1,กรุงเทพมหานคร
8879,บางนาเหนือ,47,เขตบางนา,1,กรุงเทพมหานคร
8880,บางนาใต้,47,เขตบางนา,1,กรุงเทพมหานคร
232,ทวีวัฒนา,48,เขตทวีวัฒนา,1,กรุงเทพมหานคร
233,ศาลาธรรมสพน์,48,เขตทวีวัฒนา,1,กรุงเทพมหานคร
234,บางมด,49,เขตทุ่งครุ,1,กรุงเทพมหานคร
235,ทุ่งครุ,49,เขตทุ่งครุ,1,กรุงเทพมหานคร
236,บางบอน,50,เขตบางบอน,1,กรุงเทพมหานคร
8881,บางบอนเหนือ,50,เขตบางบอน,1,กรุงเทพมหานคร
8882,บางบอนใต้,50,เขตบางบอน,1,กรุงเทพมหานคร
8883,คลองบางพราน,50,เขตบางบอน,1,กรุงเทพมหานคร
8884,คลองบางบอน,50,เขตบางบอน,1,กรุงเทพมหานคร
237,ปากน้ำ,52,เมืองสมุทรปราการ,2,สมุทรปราการ
238,สำโรงเหนือ,52,เมืองสมุทรปราการ,2,สมุทรปราการ
239,บางเมือง,52,เมืองสมุทรปราการ,2,สมุทรปราการ
240,ท้ายบ้าน,52,เมืองสมุทรปราการ,2,สมุทรปราการ
244,บางปูใหม่,52,เมืองสมุทรปราการ,2,สมุทรปราการ
246,แพรกษา,52,เมืองสมุทรปราการ,2,สมุทรปราการ
247,บางโปรง,52,เมืองสมุทรปราการ,2,สมุทรปราการ
248,บางปู,52,เมืองสมุทรปราการ,2,สมุทรปราการ
249,บางด้วน,52,เมืองสมุทรปราการ,2,สมุทรปราการ
250,บางเมืองใหม่,52,เมืองสมุทรปราการ,2,สมุทรปราการ
251,เทพารักษ์,52,เมืองสมุทรปราการ,2,สมุทรปราการ
252,ท้ายบ้านใหม่,52,เมืองสมุทรปราการ,2,สมุทรปราการ
253,แพรกษาใหม่,52,เมืองสมุทรปราการ,2,สมุทรปราการ
260,บางบ่อ,53,บางบ่อ,2,สมุทรปราการ
261,บ้านระกาศ,53,บางบ่อ,2,สมุทรปราการ
262,บางพลีน้อย,53,บางบ่อ,2,สมุทรปราการ
263,บางเพรียง,53,บางบ่อ,2,สมุทรปราการ
264,คลองด่าน,53,บางบ่อ,2,สมุทรปราการ
265,คลองสวน,53,บางบ่อ,2,สมุทรปราการ
266,เปร็ง,53,บางบ่อ,2,สมุทรปราการ
267,คลองนิยมยาตรา,53,บางบ่อ,2,สมุทรปราการ
269,บางพลีใหญ่,54,บางพลี,2,สมุทรปราการ
270,บางแก้ว,54,บางพลี,2,สมุทรปราการ
271,บางปลา,54,บางพลี,2,สมุทรปราการ
272,บางโฉลง,54,บางพลี,2,สมุทรปราการ
276,ราชาเทวะ,54,บางพลี,2,สมุทรปราการ
277,หนองปรือ,54,บางพลี,2,สมุทรปราการ
278,ตลาด,55,พระประแดง,2,สมุทรปราการ
279,บางพึ่ง,55,พระประแดง,2,สมุทรปราการ
280,บางจาก,55,พระประแดง,2,สมุทรปราการ
281,บางครุ,55,พระประแดง,2,สมุทรปราการ
282,บางหญ้าแพรก,55,พระประแดง,2,สมุทรปราการ
283,บางหัวเสือ,55,พระประแดง,2,สมุทรปราการ
284,สำโรงใต้,55,พระประแดง,2,สมุทรปราการ
285,บางยอ,55,พระประแดง,2,สมุทรปราการ
286,บางกะเจ้า,55,พระประแดง,2,สมุทรปราการ
287,บางน้ำผึ้ง,55,พระประแดง,2,สมุทรปราการ
288,บางกระสอบ,55,พระประแดง,2,สมุทรปราการ
289,บางกอบัว,55,พระประแดง,2,สมุทรปราการ
290,ทรงคนอง,55,พระประแดง,2,สมุทรปราการ
291,สำโรง,55,พระประแดง,2,สมุทรปราการ
292,สำโรงกลาง,55,พระประแดง,2,สมุทรปราการ
293,นาเกลือ,56,พระสมุทรเจดีย์,2,สมุทรปราการ
294,บ้านคลองสวน,56,พระสมุทรเจดีย์,2,สมุทรปราการ
295,แหลมฟ้าผ่า,56,พระสมุทรเจดีย์,2,สมุทรปราการ
296,ปากคลองบางปลากด,56,พระสมุทรเจดีย์,2,สมุทรปราการ
297,ในคลองบางปลากด,56,พระสมุทรเจดีย์,2,สมุทรปราการ
298,บางเสาธง,57,บางเสาธง,2,สมุทรปราการ
299,ศีรษะจรเข้น้อย,57,บางเสาธง,2,สมุทรปราการ
300,ศีรษะจรเข้ใหญ่,57,บางเสาธง,2,สมุทรปราการ
301,สวนใหญ่,58,เมืองนนทบุรี,3,นนทบุรี
302,ตลาดขวัญ,58,เมืองนนทบุรี,3,นนทบุรี
303,บางเขน,58,เมืองนนทบุรี,3,นนทบุรี
304,บางกระสอ,58,เมืองนนทบุรี,3,นนทบุรี
305,ท่าทราย,58,เมืองนนทบุรี,3,นนทบุรี
306,บางไผ่,58,เมืองนนทบุรี,3,นนทบุรี
307,บางศรีเมือง,58,เมืองนนทบุรี,3,นนทบุรี
308,บางกร่าง,58,เมืองนนทบุรี,3,นนทบุรี
309,ไทรม้า,58,เมืองนนทบุรี,3,นนทบุรี
310,บางรักน้อย,58,เมืองนนทบุรี,3,นนทบุรี
311,วัดชลอ,59,บางกรวย,3,นนทบุรี
312,บางกรวย,59,บางกรวย,3,นนทบุรี
313,บางสีทอง,59,บางกรวย,3,นนทบุรี
314,บางขนุน,59,บางกรวย,3,นนทบุรี
315,บางขุนกอง,59,บางกรวย,3,นนทบุรี
316,บางคูเวียง,59,บางกรวย,3,นนทบุรี
317,มหาสวัสดิ์,59,บางกรวย,3,นนทบุรี
318,ปลายบาง,59,บางกรวย,3,นนทบุรี
319,ศาลากลาง,59,บางกรวย,3,นนทบุรี
320,บางม่วง,60,บางใหญ่,3,นนทบุรี
321,บางแม่นาง,60,บางใหญ่,3,นนทบุรี
322,บางเลน,60,บางใหญ่,3,นนทบุรี
323,เสาธงหิน,60,บางใหญ่,3,นนทบุรี
324,บางใหญ่,60,บางใหญ่,3,นนทบุรี
325,บ้านใหม่,60,บางใหญ่,3,นนทบุรี
326,โสนลอย,61,บางบัวทอง,3,นนทบุรี
327,บางบัวทอง,61,บางบัวทอง,3,นนทบุรี
328,บางรักใหญ่,61,บางบัวทอง,3,นนทบุรี
329,บางคูรัด,61,บางบัวทอง,3,นนทบุรี
330,ละหาร,61,บางบัวทอง,3,นนทบุรี
331,ลำโพ,61,บางบัวทอง,3,นนทบุรี
332,พิมลราช,61,บางบัวทอง,3,นนทบุรี
333,บางรักพัฒนา,61,บางบัวทอง,3,นนทบุรี
334,ไทรน้อย,62,ไทรน้อย,3,นนทบุรี
335,ราษฎร์นิยม,62,ไทรน้อย,3,นนทบุรี
336,หนองเพรางาย,62,ไทรน้อย,3,นนทบุรี
337,ไทรใหญ่,62,ไทรน้อย,3,นนทบุรี
338,ขุนศรี,62,ไทรน้อย,3,นนทบุรี
339,คลองขวาง,62,ไทรน้อย,3,นนทบุรี
340,ทวีวัฒนา,62,ไทรน้อย,3,นนทบุรี
341,ปากเกร็ด,63,ปากเกร็ด,3,นนทบุรี
342,บางตลาด,63,ปากเกร็ด,3,นนทบุรี
343,บ้านใหม่,63,ปากเกร็ด,3,นนทบุรี
344,บางพูด,63,ปากเกร็ด,3,นนทบุรี
345,บางตะไนย์,63,ปากเกร็ด,3,นนทบุรี
346,คลองพระอุดม,63,ปากเกร็ด,3,นนทบุรี
347,ท่าอิฐ,63,ปากเกร็ด,3,นนทบุรี
348,เกาะเกร็ด,63,ปากเกร็ด,3,นนทบุรี
349,อ้อมเกร็ด,63,ปากเกร็ด,3,นนทบุรี
350,คลองข่อย,63,ปากเกร็ด,3,นนทบุรี
351,บางพลับ,63,ปากเกร็ด,3,นนทบุรี
352,คลองเกลือ,63,ปากเกร็ด,3,นนทบุรี
353,บางปรอก,66,เมืองปทุมธานี,4,ปทุมธานี
354,บ้านใหม่,66,เมืองปทุมธานี,4,ปทุมธานี
355,บ้านกลาง,66,เมืองปทุมธานี,4,ปทุมธานี
356,บ้านฉาง,66,เมืองปทุมธานี,4,ปทุมธานี
357,บ้านกระแชง,66,เมืองปทุมธานี,4,ปทุมธานี
358,บางขะแยง,66,เมืองปทุมธานี,4,ปทุมธานี
359,บางคูวัด,66,เมืองปทุมธานี,4,ปทุมธานี
360,บางหลวง,66,เมืองปทุมธานี,4,ปทุมธานี
361,บางเดื่อ,66,เมืองปทุมธานี,4,ปทุมธานี
362,บางพูด,66,เมืองปทุมธานี,4,ปทุมธานี
363,บางพูน,66,เมืองปทุมธานี,4,ปทุมธานี
364,บางกะดี,66,เมืองปทุมธานี,4,ปทุมธานี
365,สวนพริกไทย,66,เมืองปทุมธานี,4,ปทุมธานี
366,หลักหก,66,เมืองปทุมธานี,4,ปทุมธานี
367,คลองหนึ่ง,67,คลองหลวง,4,ปทุมธานี
368,คลองสอง,67,คลองหลวง,4,ปทุมธานี
369,คลองสาม,67,คลองหลวง,4,ปทุมธานี
370,คลองสี่,67,คลองหลวง,4,ปทุมธานี
371,คลองห้า,67,คลองหลวง,4,ปทุมธานี
372,คลองหก,67,คลองหลวง,4,ปทุมธานี
373,คลองเจ็ด,67,คลองหลวง,4,ปทุมธานี
374,ประชาธิปัตย์,68,ธัญบุรี,4,ปทุมธานี
375,บึงยี่โถ,68,ธัญบุรี,4,ปทุมธานี
376,รังสิต,68,ธัญบุรี,4,ปทุมธานี
377,ลำผักกูด,68,ธัญบุรี,4,ปทุมธานี
378,บึงสนั่น,68,ธัญบุรี,4,ปทุมธานี
379,บึงน้ำรักษ์,68,ธัญบุรี,4,ปทุมธานี
380,บึงบา,69,หนองเสือ,4,ปทุมธานี
381,บึงบอน,69,หนองเสือ,4,ปทุมธานี
382,บึงกาสาม,69,หนองเสือ,4,ปทุมธานี
383,บึงชำอ้อ,69,หนองเสือ,4,ปทุมธานี
384,หนองสามวัง,69,หนองเสือ,4,ปทุมธานี
385,ศาลาครุ,69,หนองเสือ,4,ปทุมธานี
386,นพรัตน์,69,หนองเสือ,4,ปทุมธานี
387,ระแหง,70,ลาดหลุมแก้ว,4,ปทุมธานี
388,ลาดหลุมแก้ว,70,ลาดหลุมแก้ว,4,ปทุมธานี
389,คูบางหลวง,70,ลาดหลุมแก้ว,4,ปทุมธานี
390,คูขวาง,70,ลาดหลุมแก้ว,4,ปทุมธานี
391,คลองพระอุดม,70,ลาดหลุมแก้ว,4,ปทุมธานี
392,บ่อเงิน,70,ลาดหลุมแก้ว,4,ปทุมธานี
393,หน้าไม้,70,ลาดหลุมแก้ว,4,ปทุมธานี
394,คูคต,71,ลำลูกกา,4,ปทุมธานี
395,ลาดสวาย,71,ลำลูกกา,4,ปทุมธานี
396,บึงคำพร้อย,71,ลำลูกกา,4,ปทุมธานี
397,ลำลูกกา,71,ลำลูกกา,4,ปทุมธานี
398,บึงทองหลาง,71,ลำลูกกา,4,ปทุมธานี
399,ลำไทร,71,ลำลูกกา,4,ปทุมธานี
400,บึงคอไห,71,ลำลูกกา,4,ปทุมธานี
401,พืชอุดม,71,ลำลูกกา,4,ปทุมธานี
402,บางเตย,72,สามโคก,4,ปทุมธานี
403,คลองควาย,72,สามโคก,4,ปทุมธานี
404,สามโคก,72,สามโคก,4,ปทุมธานี
405,กระแชง,72,สามโคก,4,ปทุมธานี
406,บางโพธิ์เหนือ,72,สามโคก,4,ปทุมธานี
407,เชียงรากใหญ่,72,สามโคก,4,ปทุมธานี
408,บ้านปทุม,72,สามโคก,4,ปทุมธานี
409,บ้านงิ้ว,72,สามโคก,4,ปทุมธานี
410,เชียงรากน้อย,72,สามโคก,4,ปทุมธานี
411,บางกระบือ,72,สามโคก,4,ปทุมธานี
412,ท้ายเกาะ,72,สามโคก,4,ปทุมธานี
413,ประตูชัย,74,พระนครศรีอยุธยา,5,พระนครศรีอยุธยา
414,กะมัง,74,พระนครศรีอยุธยา,5,พระนครศรีอยุธยา
415,หอรัตนไชย,74,พระนครศรีอยุธยา,5,พระนครศรีอยุธยา
416,หัวรอ,74,พระนครศรีอยุธยา,5,พระนครศรีอยุธยา
417,ท่าวาสุกรี,74,พระนครศรีอยุธยา,5,พระนครศรีอยุธยา
418,ไผ่ลิง,74,พระนครศรีอยุธยา,5,พระนครศรีอยุธยา
419,ปากกราน,74,พระนครศรีอยุธยา,5,พระนครศรีอยุธยา
420,ภูเขาทอง,74,พระนครศรีอยุธยา,5,พระนครศรีอยุธยา
421,สำเภาล่ม,74,พระนครศรีอยุธยา,5,พระนครศรีอยุธยา
422,สวนพริก,74,พระนครศรีอยุธยา,5,พระนครศรีอยุธยา
423,คลองตะเคียน,74,พระนครศรีอยุธยา,5,พระนครศรีอยุธยา
424,วัดตูม,74,พระนครศรีอยุธยา,5,พระนครศรีอยุธยา
425,หันตรา,74,พระนครศรีอยุธยา,5,พระนครศรีอยุธยา
426,ลุมพลี,74,พระนครศรีอยุธยา,5,พระนครศรีอยุธยา
427,บ้านใหม่,74,พระนครศรีอยุธยา,5,พระนครศรีอยุธยา
428,บ้านเกาะ,74,พระนครศรีอยุธยา,5,พระนครศรีอยุธยา
429,คลองสวนพลู,74,พระนครศรีอยุธยา,5,พระนครศรีอยุธยา
430,คลองสระบัว,74,พระนครศรีอยุธยา,5,พระนครศรีอยุธยา
431,เกาะเรียน,74,พระนครศรีอยุธยา,5,พระนครศรีอยุธยา
432,บ้านป้อม,74,พระนครศรีอยุธยา,5,พระนครศรีอยุธยา
433,บ้านรุน,74,พระนครศรีอยุธยา,5,พระนครศรีอยุธยา
435,ท่าเรือ,75,ท่าเรือ,5,พระนครศรีอยุธยา
436,จำปา,75,ท่าเรือ,5,พระนครศรีอยุธยา
437,ท่าหลวง,75,ท่าเรือ,5,พระนครศรีอยุธยา
438,บ้านร่อม,75,ท่าเรือ,5,พระนครศรีอยุธยา
439,ศาลาลอย,75,ท่าเรือ,5,พระนครศรีอยุธยา
440,วังแดง,75,ท่าเรือ,5,พระนครศรีอยุธยา
441,โพธิ์เอน,75,ท่าเรือ,5,พระนครศรีอยุธยา
442,ปากท่า,75,ท่าเรือ,5,พระนครศรีอยุธยา
443,หนองขนาก,75,ท่าเรือ,5,พระนครศรีอยุธยา
444,ท่าเจ้าสนุก,75,ท่าเรือ,5,พระนครศรีอยุธยา
445,นครหลวง,76,นครหลวง,5,พระนครศรีอยุธยา
446,ท่าช้าง,76,นครหลวง,5,พระนครศรีอยุธยา
447,บ่อโพง,76,นครหลวง,5,พระนครศรีอยุธยา
