district_id,district_th,amphur_id,amphur_th,province_id,province_th
549,ระโสม,82,ภาชี,5,พระนครศรีอยุธยา
550,หนองน้ำใส,82,ภาชี,5,พระนครศรีอยุธยา
551,ดอนหญ้านาง,82,ภาชี,5,พระนครศรีอยุธยา
552,ไผ่ล้อม,82,ภาชี,5,พระนครศรีอยุธยา
553,กระจิว,82,ภาชี,5,พระนครศรีอยุธยา
554,พระแก้ว,82,ภาชี,5,พระนครศรีอยุธยา
555,ลาดบัวหลวง,83,ลาดบัวหลวง,5,พระนครศรีอยุธยา
556,หลักชัย,83,ลาดบัวหลวง,5,พระนครศรีอยุธยา
557,สามเมือง,83,ลาดบัวหลวง,5,พระนครศรีอยุธยา
558,พระยาบันลือ,83,ลาดบัวหลวง,5,พระนครศรีอยุธยา
559,สิงหนาท,83,ลาดบัวหลวง,5,พระนครศรีอยุธยา
560,คู้สลอด,83,ลาดบัวหลวง,5,พระนครศรีอยุธยา
561,คลองพระยาบันลือ,83,ลาดบัวหลวง,5,พระนครศรีอยุธยา
562,ลำตาเสา,84,วังน้อย,5,พระนครศรีอยุธยา
563,บ่อตาโล่,84,วังน้อย,5,พระนครศรีอยุธยา
564,วังน้อย,84,วังน้อย,5,พระนครศรีอยุธยา
565,ลำไทร,84,วังน้อย,5,พระนครศรีอยุธยา
566,สนับทึบ,84,วังน้อย,5,พระนครศรีอยุธยา
567,พยอม,84,วังน้อย,5,พระนครศรีอยุธยา
568,หันตะเภา,84,วังน้อย,5,พระนครศรีอยุธยา
569,วังจุฬา,84,วังน้อย,5,พระนครศรีอยุธยา
570,ข้าวงาม,84,วังน้อย,5,พระนครศรีอยุธยา
571,ชะแมบ,84,วังน้อย,5,พระนครศรีอยุธยา
572,เสนา,85,เสนา,5,พระนครศรีอยุธยา
573,บ้านแพน,85,เสนา,5,พระนครศรีอยุธยา
574,เจ้าเจ็ด,85,เสนา,5,พระนครศรีอยุธยา
575,สามกอ,85,เสนา,5,พระนครศรีอยุธยา
576,บางนมโค,85,เสนา,5,พระนครศรีอยุธยา
577,หัวเวียง,85,เสนา,5,พระนครศรีอยุธยา
578,มารวิชัย,85,เสนา,5,พระนครศรีอยุธยา
579,บ้านโพธิ์,85,เสนา,5,พระนครศรีอยุธยา
580,รางจรเข้,85,เสนา,5,พระนครศรีอยุธยา
581,บ้านกระทุ่ม,85,เสนา,5,พระนครศรีอยุธยา
582,บ้านแถว,85,เสนา,5,พระนครศรีอยุธยา
583,ชายนา,85,เสนา,5,พระนครศรีอยุธยา
584,สามตุ่ม,85,เสนา,5,พระนครศรีอยุธยา
585,ลาดงา,85,เสนา,5,พระนครศรีอยุธยา
586,ดอนทอง,85,เสนา,5,พระนครศรีอยุธยา
587,บ้านหลวง,85,เสนา,5,พระนครศรีอยุธยา
588,เจ้าเสด็จ,85,เสนา,5,พระนครศรีอยุธยา
589,บางซ้าย,86,บางซ้าย,5,พระนครศรีอยุธยา
590,แก้วฟ้า,86,บางซ้าย,5,พระนครศรีอยุธยา
591,เต่าเล่า,86,บางซ้าย,5,พระนครศรีอยุธยา
592,ปลายกลัด,86,บางซ้าย,5,พระนครศรีอยุธยา
593,เทพมงคล,86,บางซ้าย,5,พระนครศรีอยุธยา
594,วังพัฒนา,86,บางซ้าย,5,พระนครศรีอยุธยา
595,คานหาม,87,อุทัย,5,พระนครศรีอยุธยา
596,บ้านช้าง,87,อุทัย,5,พระนครศรีอยุธยา
597,สามบัณฑิต,87,อุทัย,5,พระนครศรีอยุธยา
598,บ้านหีบ,87,อุทัย,5,พระนครศรีอยุธยา
599,หนองไม้ซุง,87,อุทัย,5,พระนครศรีอยุธยา
600,อุทัย,87,อุทัย,5,พระนครศรีอยุธยา
601,เสนา,87,อุทัย,5,พระนครศรีอยุธยา
602,หนองน้ำส้ม,87,อุทัย,5,พระนครศรีอยุธยา
603,โพสาวหาญ,87,อุทัย,5,พระนครศรีอยุธยา
604,ธนู,87,อุทัย,5,พระนครศรีอยุธยา
605,ข้าวเม่า,87,อุทัย,5,พระนครศรีอยุธยา
606,หัวไผ่,88,มหาราช,5,พระนครศรีอยุธยา
607,กะทุ่ม,88,มหาราช,5,พระนครศรีอยุธยา
608,มหาราช,88,มหาราช,5,พระนครศรีอยุธยา
609,น้ำเต้า,88,มหาราช,5,พระนครศรีอยุธยา
610,บางนา,88,มหาราช,5,พระนครศรีอยุธยา
611,โรงช้าง,88,มหาราช,5,พระนครศรีอยุธยา
612,เจ้าปลุก,88,มหาราช,5,พระนครศรีอยุธยา
613,พิตเพียน,88,มหาราช,5,พระนครศรีอยุธยา
614,บ้านนา,88,มหาราช,5,พระนครศรีอยุธยา
615,บ้านขวาง,88,มหาราช,5,พระนครศรีอยุธยา
616,ท่าตอ,88,มหาราช,5,พระนครศรีอยุธยา
617,บ้านใหม่,88,มหาราช,5,พระนครศรีอยุธยา
618,บ้านแพรก,89,บ้านแพรก,5,พระนครศรีอยุธยา
619,บ้านใหม่,89,บ้านแพรก,5,พระนครศรีอยุธยา
620,สำพะเนียง,89,บ้านแพรก,5,พระนครศรีอยุธยา
621,คลองน้อย,89,บ้านแพรก,5,พระนครศรีอยุธยา
622,สองห้อง,89,บ้านแพรก,5,พระนครศรีอยุธยา
623,ตลาดหลวง,90,เมืองอ่างทอง,6,อ่างทอง
624,บางแก้ว,90,เมืองอ่างทอง,6,อ่างทอง
625,ศาลาแดง,90,เมืองอ่างทอง,6,อ่างทอง
626,ป่างิ้ว,90,เมืองอ่างทอง,6,อ่างทอง
627,บ้านแห,90,เมืองอ่างทอง,6,อ่างทอง
628,ตลาดกรวด,90,เมืองอ่างทอง,6,อ่างทอง
629,มหาดไทย,90,เมืองอ่างทอง,6,อ่างทอง
630,บ้านอิฐ,90,เมืองอ่างทอง,6,อ่างทอง
631,หัวไผ่,90,เมืองอ่างทอง,6,อ่างทอง
632,จำปาหล่อ,90,เมืองอ่างทอง,6,อ่างทอง
633,โพสะ,90,เมืองอ่างทอง,6,อ่างทอง
634,บ้านรี,90,เมืองอ่างทอง,6,อ่างทอง
635,คลองวัว,90,เมืองอ่างทอง,6,อ่างทอง
636,ย่านซื่อ,90,เมืองอ่างทอง,6,อ่างทอง
637,จรเข้ร้อง,91,ไชโย,6,อ่างทอง
638,ไชยภูมิ,91,ไชโย,6,อ่างทอง
639,ชัยฤทธิ์,91,ไชโย,6,อ่างทอง
640,เทวราช,91,ไชโย,6,อ่างทอง
641,ราชสถิตย์,91,ไชโย,6,อ่างทอง
642,ไชโย,91,ไชโย,6,อ่างทอง
643,หลักฟ้า,91,ไชโย,6,อ่างทอง
644,ชะไว,91,ไชโย,6,อ่างทอง
645,ตรีณรงค์,91,ไชโย,6,อ่างทอง
646,บางปลากด,92,ป่าโมก,6,อ่างทอง
647,ป่าโมก,92,ป่าโมก,6,อ่างทอง
648,สายทอง,92,ป่าโมก,6,อ่างทอง
649,โรงช้าง,92,ป่าโมก,6,อ่างทอง
650,บางเสด็จ,92,ป่าโมก,6,อ่างทอง
651,นรสิงห์,92,ป่าโมก,6,อ่างทอง
652,เอกราช,92,ป่าโมก,6,อ่างทอง
653,โผงเผง,92,ป่าโมก,6,อ่างทอง
654,อ่างแก้ว,93,โพธิ์ทอง,6,อ่างทอง
655,อินทประมูล,93,โพธิ์ทอง,6,อ่างทอง
656,บางพลับ,93,โพธิ์ทอง,6,อ่างทอง
657,หนองแม่ไก่,93,โพธิ์ทอง,6,อ่างทอง
658,รำมะสัก,93,โพธิ์ทอง,6,อ่างทอง
659,บางระกำ,93,โพธิ์ทอง,6,อ่างทอง
660,โพธิ์รังนก,93,โพธิ์ทอง,6,อ่างทอง
661,องครักษ์,93,โพธิ์ทอง,6,อ่างทอง
662,โคกพุทรา,93,โพธิ์ทอง,6,อ่างทอง
663,ยางช้าย,93,โพธิ์ทอง,6,อ่างทอง
664,บ่อแร่,93,โพธิ์ทอง,6,อ่างทอง
665,ทางพระ,93,โพธิ์ทอง,6,อ่างทอง
666,สามง่าม,93,โพธิ์ทอง,6,อ่างทอง
667,บางเจ้าฉ่า,93,โพธิ์ทอง,6,อ่างทอง
668,คำหยาด,93,โพธิ์ทอง,6,อ่างทอง
669,แสวงหา,94,แสวงหา,6,อ่างทอง
670,ศรีพราน,94,แสวงหา,6,อ่างทอง
671,บ้านพราน,94,แสวงหา,6,อ่างทอง
672,วังน้ำเย็น,94,แสวงหา,6,อ่างทอง
673,สีบัวทอง,94,แสวงหา,6,อ่างทอง
674,ห้วยไผ่,94,แสวงหา,6,อ่างทอง
675,จำลอง,94,แสวงหา,6,อ่างทอง
676,ไผ่จำศิล,95,วิเศษชัยชาญ,6,อ่างทอง
677,ศาลเจ้าโรงทอง,95,วิเศษชัยชาญ,6,อ่างทอง
678,ไผ่ดำพัฒนา,95,วิเศษชัยชาญ,6,อ่างทอง
679,สาวร้องไห้,95,วิเศษชัยชาญ,6,อ่างทอง
680,ท่าช้าง,95,วิเศษชัยชาญ,6,อ่างทอง
681,ยี่ล้น,95,วิเศษชัยชาญ,6,อ่างทอง
682,บางจัก,95,วิเศษชัยชาญ,6,อ่างทอง
683,ห้วยคันแหลน,95,วิเศษชัยชาญ,6,อ่างทอง
684,คลองขนาก,95,วิเศษชัยชาญ,6,อ่างทอง
685,ไผ่วง,95,วิเศษชัยชาญ,6,อ่างทอง
686,สี่ร้อย,95,วิเศษชัยชาญ,6,อ่างทอง
687,ม่วงเตี้ย,95,วิเศษชัยชาญ,6,อ่างทอง
688,หัวตะพาน,95,วิเศษชัยชาญ,6,อ่างทอง
689,หลักแก้ว,95,วิเศษชัยชาญ,6,อ่างทอง
690,ตลาดใหม่,95,วิเศษชัยชาญ,6,อ่างทอง
691,สามโก้,96,สามโก้,6,อ่างทอง
692,ราษฎรพัฒนา,96,สามโก้,6,อ่างทอง
693,อบทม,96,สามโก้,6,อ่างทอง
694,โพธิ์ม่วงพันธ์,96,สามโก้,6,อ่างทอง
695,มงคลธรรมนิมิต,96,สามโก้,6,อ่างทอง
696,ทะเลชุบศร,97,เมืองลพบุรี,7,ลพบุรี
697,ท่าหิน,97,เมืองลพบุรี,7,ลพบุรี
698,กกโก,97,เมืองลพบุรี,7,ลพบุรี
699,โก่งธนู,97,เมืองลพบุรี,7,ลพบุรี
700,เขาพระงาม,97,เมืองลพบุรี,7,ลพบุรี
701,เขาสามยอด,97,เมืองลพบุรี,7,ลพบุรี
702,โคกกะเทียม,97,เมืองลพบุรี,7,ลพบุรี
703,โคกลำพาน,97,เมืองลพบุรี,7,ลพบุรี
704,โคกตูม,97,เมืองลพบุรี,7,ลพบุรี
705,งิ้วราย,97,เมืองลพบุรี,7,ลพบุรี
706,ดอนโพธิ์,97,เมืองลพบุรี,7,ลพบุรี
707,ตะลุง,97,เมืองลพบุรี,7,ลพบุรี
709,ท่าแค,97,เมืองลพบุรี,7,ลพบุรี
710,ท่าศาลา,97,เมืองลพบุรี,7,ลพบุรี
711,นิคมสร้างตนเอง,97,เมืองลพบุรี,7,ลพบุรี
712,บางขันหมาก,97,เมืองลพบุรี,7,ลพบุรี
713,บ้านข่อย,97,เมืองลพบุรี,7,ลพบุรี
714,ท้ายตลาด,97,เมืองลพบุรี,7,ลพบุรี
715,ป่าตาล,97,เมืองลพบุรี,7,ลพบุรี
716,พรหมมาสตร์,97,เมืองลพบุรี,7,ลพบุรี
717,โพธิ์เก้าต้น,97,เมืองลพบุรี,7,ลพบุรี
718,โพธิ์ตรุ,97,เมืองลพบุรี,7,ลพบุรี
719,สี่คลอง,97,เมืองลพบุรี,7,ลพบุรี
720,ถนนใหญ่,97,เมืองลพบุรี,7,ลพบุรี
721,พัฒนานิคม,98,พัฒนานิคม,7,ลพบุรี
722,ช่องสาริกา,98,พัฒนานิคม,7,ลพบุรี
723,มะนาวหวาน,98,พัฒนานิคม,7,ลพบุรี
724,ดีลัง,98,พัฒนานิคม,7,ลพบุรี
725,โคกสลุง,98,พัฒนานิคม,7,ลพบุรี
726,ชอนน้อย,98,พัฒนานิคม,7,ลพบุรี
727,หนองบัว,98,พัฒนานิคม,7,ลพบุรี
728,ห้วยขุนราม,98,พัฒนานิคม,7,ลพบุรี
729,น้ำสุด,98,พัฒนานิคม,7,ลพบุรี
730,โคกสำโรง,99,โคกสำโรง,7,ลพบุรี
731,เกาะแก้ว,99,โคกสำโรง,7,ลพบุรี
732,ถลุงเหล็ก,99,โคกสำโรง,7,ลพบุรี
733,หลุมข้าว,99,โคกสำโรง,7,ลพบุรี
734,ห้วยโป่ง,99,โคกสำโรง,7,ลพบุรี
735,คลองเกตุ,99,โคกสำโรง,7,ลพบุรี
736,สะแกราบ,99,โคกสำโรง,7,ลพบุรี
737,เพนียด,99,โคกสำโรง,7,ลพบุรี
738,วังเพลิง,99,โคกสำโรง,7,ลพบุรี
739,ดงมะรุม,99,โคกสำโรง,7,ลพบุรี
747,วังขอนขว้าง,99,โคกสำโรง,7,ลพบุรี
749,วังจั่น,99,โคกสำโรง,7,ลพบุรี
751,หนองแขม,99,โคกสำโรง,7,ลพบุรี
764,ลำนารายณ์,100,ชัยบาดาล,7,ลพบุรี
765,ชัยนารายณ์,100,ชัยบาดาล,7,ลพบุรี
766,ศิลาทิพย์,100,ชัยบาดาล,7,ลพบุรี
767,ห้วยหิน,100,ชัยบาดาล,7,ลพบุรี
768,ม่วงค่อม,100,ชัยบาดาล,7,ลพบุรี
769,บัวชุม,100,ชัยบาดาล,7,ลพบุรี
770,ท่าดินดำ,100,ชัยบาดาล,7,ลพบุรี
771,มะกอกหวาน,100,ชัยบาดาล,7,ลพบุรี
772,ซับตะเคียน,100,ชัยบาดาล,7,ลพบุรี
773,นาโสม,100,ชัยบาดาล,7,ลพบุรี
774,หนองยายโต๊ะ,100,ชัยบาดาล,7,ลพบุรี
775,เกาะรัง,100,ชัยบาดาล,7,ลพบุรี
777,ท่ามะนาว,100,ชัยบาดาล,7,ลพบุรี
780,นิคมลำนารายณ์,100,ชัยบาดาล,7,ลพบุรี
781,ชัยบาดาล,100,ชัยบาดาล,7,ลพบุรี
782,บ้านใหม่สามัคคี,100,ชัยบาดาล,7,ลพบุรี
785,เขาแหลม,100,ชัยบาดาล,7,ลพบุรี
794,ท่าวุ้ง,101,ท่าวุ้ง,7,ลพบุรี
795,บางคู้,101,ท่าวุ้ง,7,ลพบุรี
796,โพตลาดแก้ว,101,ท่าวุ้ง,7,ลพบุรี
797,บางลี่,101,ท่าวุ้ง,7,ลพบุรี
798,บางงา,101,ท่าวุ้ง,7,ลพบุรี
799,โคกสลุด,101,ท่าวุ้ง,7,ลพบุรี
800,เขาสมอคอน,101,ท่าวุ้ง,7,ลพบุรี
801,หัวสำโรง,101,ท่าวุ้ง,7,ลพบุรี
802,ลาดสาลี่,101,ท่าวุ้ง,7,ลพบุรี
803,บ้านเบิก,101,ท่าวุ้ง,7,ลพบุรี
804,มุจลินท์,101,ท่าวุ้ง,7,ลพบุรี
805,ไผ่ใหญ่,102,บ้านหมี่,7,ลพบุรี
806,บ้านทราย,102,บ้านหมี่,7,ลพบุรี
807,บ้านกล้วย,102,บ้านหมี่,7,ลพบุรี
808,ดงพลับ,102,บ้านหมี่,7,ลพบุรี
809,บ้านชี,102,บ้านหมี่,7,ลพบุรี
810,พุคา,102,บ้านหมี่,7,ลพบุรี
811,หินปัก,102,บ้านหมี่,7,ลพบุรี
812,บางพึ่ง,102,บ้านหมี่,7,ลพบุรี
813,หนองทรายขาว,102,บ้านหมี่,7,ลพบุรี
814,บางกะพี้,102,บ้านหมี่,7,ลพบุรี
815,หนองเต่า,102,บ้านหมี่,7,ลพบุรี
816,โพนทอง,102,บ้านหมี่,7,ลพบุรี
817,บางขาม,102,บ้านหมี่,7,ลพบุรี
818,ดอนดึง,102,บ้านหมี่,7,ลพบุรี
819,ชอนม่วง,102,บ้านหมี่,7,ลพบุรี
820,หนองกระเบียน,102,บ้านหมี่,7,ลพบุรี
821,สายห้วยแก้ว,102,บ้านหมี่,7,ลพบุรี
822,มหาสอน,102,บ้านหมี่,7,ลพบุรี
823,บ้านหมี่,102,บ้านหมี่,7,ลพบุรี
824,เชียงงา,102,บ้านหมี่,7,ลพบุรี
825,หนองเมือง,102,บ้านหมี่,7,ลพบุรี
826,สนามแจง,102,บ้านหมี่,7,ลพบุรี
827,ท่าหลวง,103,ท่าหลวง,7,ลพบุรี
828,แก่งผักกูด,103,ท่าหลวง,7,ลพบุรี
829,ซับจำปา,103,ท่าหลวง,7,ลพบุรี
830,หนองผักแว่น,103,ท่าหลวง,7,ลพบุรี
831,ทะเลวังวัด,103,ท่าหลวง,7,ลพบุรี
832,หัวลำ,103,ท่าหลวง,7,ลพบุรี
833,สระโบสถ์,104,สระโบสถ์,7,ลพบุรี
834,มหาโพธิ,104,สระโบสถ์,7,ลพบุรี
835,ทุ่งท่าช้าง,104,สระโบสถ์,7,ลพบุรี
836,ห้วยใหญ่,104,สระโบสถ์,7,ลพบุรี
837,นิยมชัย,104,สระโบสถ์,7,ลพบุรี
838,โคกเจริญ,105,โคกเจริญ,7,ลพบุรี
839,ยางราก,105,โคกเจริญ,7,ลพบุรี
840,หนองมะค่า,105,โคกเจริญ,7,ลพบุรี
841,วังทอง,105,โคกเจริญ,7,ลพบุรี
842,โคกแสมสาร,105,โคกเจริญ,7,ลพบุรี
843,ลำสนธิ,106,ลำสนธิ,7,ลพบุรี
844,ซับสมบูรณ์,106,ลำสนธิ,7,ลพบุรี
845,หนองรี,106,ลำสนธิ,7,ลพบุรี
846,กุดตาเพชร,106,ลำสนธิ,7,ลพบุรี
847,เขารวก,106,ลำสนธิ,7,ลพบุรี
848,เขาน้อย,106,ลำสนธิ,7,ลพบุรี
849,หนองม่วง,107,หนองม่วง,7,ลพบุรี
850,บ่อทอง,107,หนองม่วง,7,ลพบุรี
851,ดงดินแดง,107,หนองม่วง,7,ลพบุรี
852,ชอนสมบูรณ์,107,หนองม่วง,7,ลพบุรี
853,ยางโทน,107,หนองม่วง,7,ลพบุรี
854,ชอนสารเดช,107,หนองม่วง,7,ลพบุรี
855,บางพุทรา,109,เมืองสิงห์บุรี,8,สิงห์บุรี
856,บางมัญ,109,เมืองสิงห์บุรี,8,สิงห์บุรี
857,โพกรวม,109,เมืองสิงห์บุรี,8,สิงห์บุรี
858,ม่วงหมู่,109,เมืองสิงห์บุรี,8,สิงห์บุรี
859,หัวไผ่,109,เมืองสิงห์บุรี,8,สิงห์บุรี
860,ต้นโพธิ์,109,เมืองสิงห์บุรี,8,สิงห์บุรี
861,จักรสีห์,109,เมืองสิงห์บุรี,8,สิงห์บุรี
862,บางกระบือ,109,เมืองสิงห์บุรี,8,สิงห์บุรี
863,สิงห์,110,บางระจัน,8,สิงห์บุรี
864,ไม้ดัด,110,บางระจัน,8,สิงห์บุรี
865,เชิงกลัด,110,บางระจัน,8,สิงห์บุรี
866,โพชนไก่,110,บางระจัน,8,สิงห์บุรี
867,แม่ลา,110,บางระจัน,8,สิงห์บุรี
868,บ้านจ่า,110,บางระจัน,8,สิงห์บุรี
869,พักทัน,110,บางระจัน,8,สิงห์บุรี
870,สระแจง,110,บางระจัน,8,สิงห์บุรี
871,โพทะเล,111,ค่ายบางระจัน,8,สิงห์บุรี
872,บางระจัน,111,ค่ายบางระจัน,8,สิงห์บุรี
873,โพสังโฆ,111,ค่ายบางระจัน,8,สิงห์บุรี
874,ท่าข้าม,111,ค่ายบางระจัน,8,สิงห์บุรี
875,คอทราย,111,ค่ายบางระจัน,8,สิงห์บุรี
876,หนองกระทุ่ม,111,ค่ายบางระจัน,8,สิงห์บุรี
877,พระงาม,112,พรหมบุรี,8,สิงห์บุรี
878,พรหมบุรี,112,พรหมบุรี,8,สิงห์บุรี
879,บางน้ำเชี่ยว,112,พรหมบุรี,8,สิงห์บุรี
880,บ้านหม้อ,112,พรหมบุรี,8,สิงห์บุรี
881,บ้านแป้ง,112,พรหมบุรี,8,สิงห์บุรี
882,หัวป่า,112,พรหมบุรี,8,สิงห์บุรี
883,โรงช้าง,112,พรหมบุรี,8,สิงห์บุรี
884,ถอนสมอ,113,ท่าช้าง,8,สิงห์บุรี
885,โพประจักษ์,113,ท่าช้าง,8,สิงห์บุรี
886,วิหารขาว,113,ท่าช้าง,8,สิงห์บุรี
887,พิกุลทอง,113,ท่าช้าง,8,สิงห์บุรี
888,อินทร์บุรี,114,อินทร์บุรี,8,สิงห์บุรี
889,ประศุก,114,อินทร์บุรี,8,สิงห์บุรี
890,ทับยา,114,อินทร์บุรี,8,สิงห์บุรี
891,งิ้วราย,114,อินทร์บุรี,8,สิงห์บุรี
892,ชีน้ำร้าย,114,อินทร์บุรี,8,สิงห์บุรี
893,ท่างาม,114,อินทร์บุรี,8,สิงห์บุรี
894,น้ำตาล,114,อินทร์บุรี,8,สิงห์บุรี
895,ทองเอน,114,อินทร์บุรี,8,สิงห์บุรี
896,ห้วยชัน,114,อินทร์บุรี,8,สิงห์บุรี
897,โพธิ์ชัย,114,อินทร์บุรี,8,สิงห์บุรี
898,ในเมือง,115,เมืองชัยนาท,9,ชัยนาท
899,บ้านกล้วย,115,เมืองชัยนาท,9,ชัยนาท
900,ท่าชัย,115,เมืองชัยนาท,9,ชัยนาท
901,ชัยนาท,115,เมืองชัยนาท,9,ชัยนาท
902,เขาท่าพระ,115,เมืองชัยนาท,9,ชัยนาท
903,หาดท่าเสา,115,เมืองชัยนาท,9,ชัยนาท
904,ธรรมามูล,115,เมืองชัยนาท,9,ชัยนาท
905,เสือโฮก,115,เมืองชัยนาท,9,ชัยนาท
906,นางลือ,115,เมืองชัยนาท,9,ชัยนาท
907,คุ้งสำเภา,116,มโนรมย์,9,ชัยนาท
908,วัดโคก,116,มโนรมย์,9,ชัยนาท
909,ศิลาดาน,116,มโนรมย์,9,ชัยนาท
910,ท่าฉนวน,116,มโนรมย์,9,ชัยนาท
911,หางน้ำสาคร,116,มโนรมย์,9,ชัยนาท
912,ไร่พัฒนา,116,มโนรมย์,9,ชัยนาท
913,อู่ตะเภา,116,มโนรมย์,9,ชัยนาท
914,วัดสิงห์,117,วัดสิงห์,9,ชัยนาท
915,มะขามเฒ่า,117,วัดสิงห์,9,ชัยนาท
916,หนองน้อย,117,วัดสิงห์,9,ชัยนาท
917,หนองบัว,117,วัดสิงห์,9,ชัยนาท
919,หนองขุ่น,117,วัดสิงห์,9,ชัยนาท
920,บ่อแร่,117,วัดสิงห์,9,ชัยนาท
924,วังหมัน,117,วัดสิงห์,9,ชัยนาท
925,สรรพยา,118,สรรพยา,9,ชัยนาท
926,ตลุก,118,สรรพยา,9,ชัยนาท
927,เขาแก้ว,118,สรรพยา,9,ชัยนาท
928,โพนางดำตก,118,สรรพยา,9,ชัยนาท
929,โพนางดำออก,118,สรรพยา,9,ชัยนาท
930,บางหลวง,118,สรรพยา,9,ชัยนาท
931,หาดอาษา,118,สรรพยา,9,ชัยนาท
932,แพรกศรีราชา,119,สรรคบุรี,9,ชัยนาท
933,เที่ยงแท้,119,สรรคบุรี,9,ชัยนาท
934,ห้วยกรด,119,สรรคบุรี,9,ชัยนาท
935,โพงาม,119,สรรคบุรี,9,ชัยนาท
936,บางขุด,119,สรรคบุรี,9,ชัยนาท
937,ดงคอน,119,สรรคบุรี,9,ชัยนาท
938,ดอนกำ,119,สรรคบุรี,9,ชัยนาท
939,ห้วยกรดพัฒนา,119,สรรคบุรี,9,ชัยนาท
940,หันคา,120,หันคา,9,ชัยนาท
941,บ้านเชี่ยน,120,หันคา,9,ชัยนาท
944,ไพรนกยูง,120,หันคา,9,ชัยนาท
945,หนองแซง,120,หันคา,9,ชัยนาท
946,ห้วยงู,120,หันคา,9,ชัยนาท
947,วังไก่เถื่อน,120,หันคา,9,ชัยนาท
948,เด่นใหญ่,120,หันคา,9,ชัยนาท
950,สามง่ามท่าโบสถ์,120,หันคา,9,ชัยนาท
951,หนองมะโมง,121,หนองมะโมง,9,ชัยนาท
952,วังตะเคียน,121,หนองมะโมง,9,ชัยนาท
953,สะพานหิน,121,หนองมะโมง,9,ชัยนาท
954,กุดจอก,121,หนองมะโมง,9,ชัยนาท
955,เนินขาม,122,เนินขาม,9,ชัยนาท
956,กะบกเตี้ย,122,เนินขาม,9,ชัยนาท
957,สุขเดือนห้า,122,เนินขาม,9,ชัยนาท
958,ปากเพรียว,123,เมืองสระบุรี,10,สระบุรี
962,ดาวเรือง,123,เมืองสระบุรี,10,สระบุรี
963,นาโฉง,123,เมืองสระบุรี,10,สระบุรี
964,โคกสว่าง,123,เมืองสระบุรี,10,สระบุรี
965,หนองโน,123,เมืองสระบุรี,10,สระบุรี
966,หนองยาว,123,เมืองสระบุรี,10,สระบุรี
967,ปากข้าวสาร,123,เมืองสระบุรี,10,สระบุรี
968,หนองปลาไหล,123,เมืองสระบุรี,10,สระบุรี
969,กุดนกเปล้า,123,เมืองสระบุรี,10,สระบุรี
970,ตลิ่งชัน,123,เมืองสระบุรี,10,สระบุรี
971,ตะกุด,123,เมืองสระบุรี,10,สระบุรี
975,แก่งคอย,124,แก่งคอย,10,สระบุรี
976,ทับกวาง,124,แก่งคอย,10,สระบุรี
977,ตาลเดี่ยว,124,แก่งคอย,10,สระบุรี
978,ห้วยแห้ง,124,แก่งคอย,10,สระบุรี
979,ท่าคล้อ,124,แก่งคอย,10,สระบุรี
980,หินซ้อน,124,แก่งคอย,10,สระบุรี
981,บ้านธาตุ,124,แก่งคอย,10,สระบุรี
982,บ้านป่า,124,แก่งคอย,10,สระบุรี
983,ท่าตูม,124,แก่งคอย,10,สระบุรี
984,ชะอม,124,แก่งคอย,10,สระบุรี
985,สองคอน,124,แก่งคอย,10,สระบุรี
986,เตาปูน,124,แก่งคอย,10,สระบุรี
987,ชำผักแพว,124,แก่งคอย,10,สระบุรี
988,ท่ามะปราง,124,แก่งคอย,10,สระบุรี
989,หนองแค,125,หนองแค,10,สระบุรี
990,กุ่มหัก,125,หนองแค,10,สระบุรี
991,คชสิทธิ์,125,หนองแค,10,สระบุรี
992,โคกตูม,125,หนองแค,10,สระบุรี
993,โคกแย้,125,หนองแค,10,สระบุรี
994,บัวลอย,125,หนองแค,10,สระบุรี
995,ไผ่ต่ำ,125,หนองแค,10,สระบุรี
996,โพนทอง,125,หนองแค,10,สระบุรี
997,ห้วยขมิ้น,125,หนองแค,10,สระบุรี
998,ห้วยทราย,125,หนองแค,10,สระบุรี
999,หนองไข่น้ำ,125,หนองแค,10,สระบุรี
1000,หนองแขม,125,หนองแค,10,สระบุรี
1001,หนองจิก,125,หนองแค,10,สระบุรี
1002,หนองจรเข้,125,หนองแค,10,สระบุรี
1003,หนองนาก,125,หนองแค,10,สระบุรี
1004,หนองปลาหมอ,125,หนองแค,10,สระบุรี
1005,หนองปลิง,125,หนองแค,10,สระบุรี
1006,หนองโรง,125,หนองแค,10,สระบุรี
1007,หนองหมู,126,วิหารแดง,10,สระบุรี
1008,บ้านลำ,126,วิหารแดง,10,สระบุรี
1009,คลองเรือ,126,วิหารแดง,10,สระบุรี
1010,วิหารแดง,126,วิหารแดง,10,สระบุรี
1011,หนองสรวง,126,วิหารแดง,10,สระบุรี
1012,เจริญธรรม,126,วิหารแดง,10,สระบุรี
1013,หนองแซง,127,หนองแซง,10,สระบุรี
1014,หนองควายโซ,127,หนองแซง,10,สระบุรี
1015,หนองหัวโพ,127,หนองแซง,10,สระบุรี
1016,หนองสีดา,127,หนองแซง,10,สระบุรี
1017,หนองกบ,127,หนองแซง,10,สระบุรี
1018,ไก่เส่า,127,หนองแซง,10,สระบุรี
1019,โคกสะอาด,127,หนองแซง,10,สระบุรี
1020,ม่วงหวาน,127,หนองแซง,10,สระบุรี
1021,เขาดิน,127,หนองแซง,10,สระบุรี
1022,บ้านหมอ,128,บ้านหมอ,10,สระบุรี
